2026-04-01 15:07:37 | INFO     | PID:54124 | agentkernel_distributed.mas.agent.agent_manager:init:57 - [pod_0] AgentManager: Initializing 5 agents...
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | DEBUG    | PID:101868 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '贾宝玉'...
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.

2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.

2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.

2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:54124 | agentkernel_distributed.mas.agent.agent_manager:save_to_db:246 - [pod_0] Saving state for 5 agents...
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.

2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
g.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.

2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
g.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:52508 | agentkernel_distributed.mas.agent.agent_manager:save_to_db:246 - [pod_5] Saving state for 2 agents...
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipp2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
pping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | DEBUG    | PID:52508 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '鸳鸯'...
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | DEBUG    | PID:33944 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '贾珍'...
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | DEBUG    | PID:54124 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '妙玉'...
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.agent:save_to_db:188 - Successfully saved state for agent 2026-04-01 15:07:39 | DEBUG    | PID:54124 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '平儿'...
'薛宝钗'.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.agent:save_to_db:188 - Successfully saved state for agent '贾探春'.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.agent:save_to_db:188 - Successfully saved state for agent '薛蟠'.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.agent:save_to_db:188 - Successfully saved state for agent '贾政'.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.agent:save_to_db:188 - Successfully saved state for agent '贾母'.
2026-04-01 15:07:39 | INFO     | PID:52508 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | DEBUG    | PID:33944 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '贾蓉'...
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.agent:save_to_db:188 - Successfully saved state for agent '王夫人'.
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.agent:save_to_db:188 - Successfully saved state for agent '贾环'.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.agent:save_to_db:188 - Successfully saved state for agent '贾元春'.
2026-04-01 15:07:39 | DEBUG    | PID:54124 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '晴雯'...
2026-04-01 15:07:39 | DEBUG    | PID:33944 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '贾迎春'...
2026-04-01 15:07:39 | INFO     | PID:124676 | agentkernel_distributed.mas.agent.agent_manager:save_to_db:251 - [pod_3] All agent states saved successfully.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.agent:save_to_db:188 - Successfully saved state for agent '贾宝玉'.
2026-04-01 15:07:39 | DEBUG    | PID:33944 | agentkernel_distributed.mas.agent.agent:save_to_db:184 - Saving state for agent '赵姨娘'...
�熙凤'.
2026-04-01 15:07:39 | INFO     | PID:52508 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:101868 | agentkernel_distributed.mas.agent.agent_manager:save_to_db:251 - [pod_2] All agent states saved successfully.
2026-04-01 15:07:39 | INFO     | PID:33944 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:52508 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:33944 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:33944 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:54124 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:33944 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:52508 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:54124 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPerceivePlugin' on component 'perceive' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:33944 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:52508 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:54124 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicPlanPlugin' on component 'plan' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:33944 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:52508 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicProfilePlugin' on component 'profile' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:54124 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicInvokePlugin' on component 'invoke' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:54124 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicReflectPlugin' on component 'reflect' does not implement 'save_to_db'. Skipping.
2026-04-01 15:07:39 | INFO     | PID:112852 | agentkernel_distributed.mas.agent.agent_manager:save_to_db:251 - [pod_1] All agent states saved successfully.
2026-04-01 15:07:39 | INFO     | PID:33944 | agentkernel_distributed.mas.agent.base.component_base:save_to_db:155 - Plugin 'BasicStatePlugin' on component 'state' does not implement 'save_to_db'. Skipping.
